title,year,infobox
"Goodbye, Columbus",1969,"{'Directed by': ['Larry Peerce', '', ''], 'Screenplay by': ['Arnold Schulman', '', ''], 'Based on': ['by ', 'Philip Roth', '', ''], 'Produced by': ['Stanley R. Jaffe', '', ''], 'Starring': ['Richard Benjamin', 'Ali MacGraw', 'Jack Klugman', 'Nan Martin', '', ''], 'Cinematography': ['Enrique Bravo', 'Gerald Hirschfeld', '', ''], 'Edited by': ['Ralph Rosenblum', '', ''], 'Music by': ['Charles Fox', '', ''], 'Production company': ['Willow Tree', ''], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['April\xa03,\xa01969', ' (United States)', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$1.5 million', '', ''], 'Box office': ['$22,939,805', '', '']}"
"Goodbye, Mr. Chips",1969,"{'Directed by': ['Herbert Ross', '', ''], 'Written by': ['Terence Rattigan', '', ''], 'Based on': ['1934 novel', 'by ', 'James Hilton', '', ''], 'Produced by': ['Arthur P. Jacobs', '', ''], 'Starring': [""Peter O'Toole"", 'Petula Clark', 'Michael Redgrave', 'Siân Phillips', 'Alison Leggatt', '\n \n', ''], 'Cinematography': ['Oswald Morris', '', ''], 'Edited by': ['Ralph Kemplen', '', ''], 'Music by': [' (songs) ', ' (underscore)', 'Leslie Bricusse', 'John Williams', '', ''], 'Production company': ['APJAC Productions', ''], 'Distributed by': [' (US) ', 'David Ortan (UK)', 'Metro-Goldwyn-Mayer', '', ''], 'Release dates': ['November\xa05,\xa01969', ' (', ')', 'November\xa07,\xa01969', ' (', ')', 'Palace Theatre, New York', 'Fox Wilshire Theatre, LA', '\n \n', ''], 'Running time': ['152 minutes (initial release) ', '148 minutes (video release) ', '155 minutes (', ')', ""Director's Cut"", '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', '']}"
"Good Morning, My Dear Wife",1969,"{'Directed by': ['Abdel Moneim Shokry', '', ''], 'Written by': ['Samy Amin', '', ''], 'Starring': ['Salah Zulfikar', 'Nelly', '', ''], 'Cinematography': ['Said Bakr', '', ''], 'Edited by': ['Kamal Abu El Ela', '', ''], 'Music by': ['Ahmed Abu Zeid', '', ''], 'Production company': ['Samaha Films', ''], 'Distributed by': ['General Egyptian Corporation for Cinema and Television', '', ''], 'Release date': ['1969', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Egypt', '', ''], 'Language': ['Egyptian Arabic', '', '']}"
Goyokin,1969,"{'Directed by': ['Hideo Gosha', '', ''], 'Screenplay by': ['Hideo Gosha', 'Kei Tasaka', '\n \n', ''], 'Produced by': ['Sanezumi Fujimoto', 'Hideo Fukuda', 'Hideyuki Shiino', 'Masayuki Sato', '\n \n', ''], 'Starring': ['Tatsuya Nakadai', 'Tetsurō Tamba', 'Yōko Tsukasa', 'Ruriko Asaoka', 'Nakamura Kinnosuke', '\n \n', ''], 'Cinematography': ['Kozo Okazaki', '', ''], 'Music by': ['Masaru Sato', '', ''], 'Production companies': ['', '', 'Fuji Television', 'Tokyo Eiga'], 'Distributed by': ['Toho', '', ''], 'Release date': ['1\xa0May\xa01969', ' (Japan)', '\n \n', ''], 'Running time': ['124 minutes', '', ''], 'Country': ['Japan', '', ''], 'Budget': ['', '']}"
The Grasshopper,1969,"{'Directed by': ['Jerry Paris', '', ''], 'Written by': ['Jerry Belson', 'Garry Marshall', '', ''], 'Based on': ['novel by Mark McShane', '', ''], 'Produced by': ['Garry Marshall', 'Jerry Paris', '', ''], 'Starring': ['Jacqueline Bisset', 'Jim Brown', 'Joseph Cotten', '', ''], 'Cinematography': ['Sam Leavitt', '', ''], 'Edited by': ['Aaron Stell', '', ''], 'Music by': ['Billy Goldenberg', '', ''], 'Distributed by': ['National General Pictures', '', ''], 'Release date': ['May\xa01970', '\n \n', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$2 million (US/ Canada rentals)', '', '']}"
The Great Love,1969,"{'Directed by': ['Pierre Étaix', '', ''], 'Written by': ['Pierre Étaix', 'Jean-Claude Carrière', '', ''], 'Produced by': ['Paul Claudon', '', ''], 'Starring': ['Pierre Étaix', '', ''], 'Cinematography': ['Jean Boffety', '', ''], 'Edited by': ['Henri Lanoë', '', ''], 'Music by': ['Claude Stieremans', '', ''], 'Release date': ['May\xa01969', '\n \n', ''], 'Running time': ['87 minutes', '', ''], 'Country': ['France', '', ''], 'Language': ['French', '', '']}"
Guns of the Magnificent Seven,1969,"{'Directed by': ['Paul Wendkos', '', ''], 'Written by': ['Herman Hoffman', '', ''], 'Produced by': ['Vincent M. Fennelly', '', ''], 'Starring': ['George Kennedy', 'James Whitmore', 'Reni Santoni', 'Frank Silvera', 'Bernie Casey', '\n \n', ''], 'Cinematography': ['Antonio Macasoli', '', ''], 'Edited by': ['Walter Hannemann', '', ''], 'Music by': ['Elmer Bernstein', '', ''], 'Production company': ['', 'The Mirisch Production Company'], 'Distributed by': ['United Artists', '', ''], 'Release date': ['May\xa028,\xa01969', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
The Gypsy Moths,1969,"{'Directed by': ['John Frankenheimer', '', ''], 'Screenplay by': ['William Hanley', '', ''], 'Based on': [' (novel)', 'by ', 'James Drought', '', ''], 'Produced by': ['Hal Landers', 'Edward Lewis ', 'Bobby Roberts', '', ''], 'Starring': ['Burt Lancaster', 'Deborah Kerr', 'Gene Hackman', 'Scott Wilson', '', ''], 'Cinematography': ['Philip H. Lathrop', '', ''], 'Edited by': ['Henry Berman', '', ''], 'Music by': ['Elmer Bernstein', '', ''], 'Production companies': ['', '', 'Landers-Roberts Productions', 'Edward Lewis Productions', 'John Frankenheimer Productions'], 'Distributed by': ['Metro-Goldwyn-Mayer', '', ''], 'Release date': ['August\xa028,\xa01969', '\n \n', ''], 'Running time': ['107 min./110 min.', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
"Hail, Hero!",1969,"{'Directed by': ['David Miller', '', ''], 'Screenplay by': ['David Manber', '', ''], 'Based on': [' (1968, ', '\xa0', ')', 'by ', 'OCLC', '436308', 'John Weston', '', ''], 'Produced by': ['Harold D. Cohen', '', ''], 'Starring': ['Michael Douglas', 'Peter Strauss', 'Arthur Kennedy', 'Teresa Wright', 'Deborah Winters', '', ''], 'Cinematography': ['Robert B. Hauser', '', ''], 'Edited by': ['John McSweeney Jr.', '', ''], 'Music by': ['Gordon Lightfoot', 'Jerome Moross', '', ''], 'Production company': ['', 'Cinema Center Films'], 'Distributed by': ['National General Pictures', '', ''], 'Release date': ['October\xa04,\xa01969', '\n \n', ''], 'Running time': ['97 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Hamlet,1969,"{'Directed by': ['Tony Richardson', '', ''], 'Written by': ['Tony Richardson', '', ''], 'Based on': [' by ', 'the play', 'William Shakespeare', '', ''], 'Produced by': ['Hans Gottschalk', 'Neil Hartley', 'Leslie Linder', 'Martin Ransohoff', '', ''], 'Starring': [' ', ' ', 'Nicol Williamson', 'Marianne Faithfull', 'Anthony Hopkins', 'Judy Parfitt', '', ''], 'Cinematography': ['Gerry Fisher', '', ''], 'Edited by': ['Charles Rees', '', ''], 'Music by': ['Patrick Gowers', '', ''], 'Color process': ['Technicolor', '', ''], 'Production companies': ['', 'Filmways Pictures Woodfall Film Productions'], 'Distributed by': ['Columbia Pictures', '', ''], 'Release dates': ['December\xa021,\xa01969', ' (New York City)', '9\xa0April\xa01970', ' (United Kingdom)', '\n \n \n \n', ''], 'Running time': ['118 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['$350,000', '', '']}"
Handcuffs,1969,"{'Directed by': ['Krsto Papić', '', ''], 'Screenplay by': ['Mirko Kovač', '', ''], 'Starring': [' ', ' ', 'Fabijan Šovagović', 'Adem Čejvan', '', ''], 'Release date': ['1969', '\n \n', ''], 'Running time': ['1h 20min', '', ''], 'Country': ['Yugoslavia', '', ''], 'Language': ['Croatian', '', '']}"
Hannibal Brooks,1969,"{'Directed by': ['Michael Winner', '', ''], 'Screenplay by': ['Ian La Frenais', 'Dick Clement', '\n \n', ''], 'Story by': ['Michael Winner', 'Tom Wright', '\n \n', ''], 'Produced by': ['Michael Winner', '', ''], 'Starring': ['Oliver Reed', 'Michael J. Pollard', 'Wolfgang Preiss', 'Helmuth Lohner', '\n \n', ''], 'Cinematography': ['Robert Paynter', '', ''], 'Edited by': ['Peter Austen-Hunt', 'Lionel Selwyn', '\n \n', ''], 'Music by': ['Francis Lai', '', ''], 'Distributed by': ['United Artists', '', ''], 'Release dates': ['3\xa0April\xa01969', ' (', ', Los Angeles)', 'Fox Theater, Westwood Village', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['£1 million', ' or less than $3 million', '', '']}"
The Happy Ending,1969,"{'Directed by': ['Richard Brooks', '', ''], 'Written by': ['Richard Brooks', '', ''], 'Produced by': ['Richard Brooks', '', ''], 'Starring': ['Jean Simmons', 'John Forsythe', 'Shirley Jones', 'Lloyd Bridges', 'Teresa Wright', 'Tina Louise', '', ''], 'Cinematography': ['Conrad L. Hall', '', ''], 'Edited by': ['George Grenville', '', ''], 'Music by': [' ', 'Lyrics: ', ' and ', 'Michel Legrand', 'Alan Bergman', 'Marilyn Bergman', '', ''], 'Production company': ['Pax Enterprises', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['December\xa021,\xa01969', '\n \n', ''], 'Running time': ['112 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Hard Contract,1969,"{'Directed by': ['S. Lee Pogostin', '', ''], 'Written by': ['S. Lee Pogostin', '', ''], 'Produced by': ['Marvin Schwartz', '', ''], 'Starring': ['James Coburn', 'Lee Remick', '', ''], 'Cinematography': ['Jack Hildyard', '', ''], 'Edited by': ['Harry W. Gerstad', '', ''], 'Music by': ['Alex North', '', ''], 'Production company': ['', '20th Century Fox'], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['April 30, 1969', '', ''], 'Running time': ['106 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$4,070,000', '', ''], 'Box office': ['$1,750,000 (US/ Canada rentals)', '', '']}"
The Haunted House of Horror,1969,"{'Directed by': ['Michael Armstrong', '', ''], 'Screenplay by': ['Michael Armstrong', 'Gerry Levy (as ""Peter Marcus"")', '', ''], 'Produced by': ['Tony Tenser', 'Louis M. Heyward', '', ''], 'Starring': ['Frankie Avalon', 'Jill Haworth', 'Dennis Price', '', ''], 'Cinematography': ['Jack Atcheler', '', ''], 'Edited by': ['Peter Pitt', '', ''], 'Music by': ['Reg Tilsley', '', ''], 'Production companies': ['', 'Tigon British Film Productions American International Pictures'], 'Distributed by': ['Tigon (UK)', ' (USA)', 'AIP', '', ''], 'Release dates': ['July 1969 (UK)', '15\xa0April\xa01970', ' (US)', '20\xa0February\xa01970', ' (West Germany, Norway)', '\n \n \n \n', ''], 'Running time': ['92 min', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['£80,000', '', '']}"
"Hello, Dolly!",1969,"{'Directed by': ['Gene Kelly', '', ''], 'Screenplay by': ['Ernest Lehman', '', ''], 'Based on': ['by ', ' ', ' ', 'by ', ' ', ' ', 'by ', ' ', ' ', 'by ', 'Michael Stewart', 'Thornton Wilder', 'Johann Nestroy', 'John Oxenford', '', ''], 'Produced by': ['Ernest Lehman', '', ''], 'Starring': ['Barbra Streisand', 'Walter Matthau', 'Michael Crawford', 'Louis Armstrong', '', ''], 'Cinematography': ['Harry Stradling', '', ''], 'Edited by': ['William Reynolds', '', ''], 'Music by': [' (music and lyrics) ', ' Score adaptation: ', ' ', 'Jerry Herman', 'Lennie Hayton', 'Lionel Newman', '', ''], 'Production company': ['Chenault Productions', ''], 'Distributed by': ['20th Century Fox', '', ''], 'Release date': ['(NYC)', 'December\xa016,\xa01969', '\n \n', ''], 'Running time': ['146 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Budget': ['$25 million', '', ''], 'Box office': ['$26 million ', '', '']}"
Hello Down There,1969,"{'Directed by': ['Jack Arnold', 'Ricou Browning', '', ''], 'Written by': ['Frank Telford', 'John McGreevey', '', ''], 'Story by': ['Art Arthur', 'Ivan Tors', '', ''], 'Produced by': ['Ivan Tors', 'George Sherman', '', ''], 'Starring': ['Tony Randall', 'Janet Leigh', 'Jim Backus', 'Ken Berry', 'Roddy McDowall', 'Charlotte Rae', '', ''], 'Cinematography': ['Clifford H. Poland Jr.', '', ''], 'Edited by': ['Erwin Dumbrille', '', ''], 'Music by': ['Jeff Barry', '', ''], 'Production company': ['', 'Ivan Tors Productions'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['June\xa025,\xa01969', '', ''], 'Running time': ['98 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Honeycomb,1969,"{'Directed by': ['Carlos Saura', '', ''], 'Written by': ['Carlos Saura', 'Rafael Azcona', 'Geraldine Chaplin', '', ''], 'Produced by': ['Elías Querejeta', '', ''], 'Starring': ['Geraldine Chaplin', 'Per Oscarsson', '', ''], 'Cinematography': ['Luis Cuadrado', '', ''], 'Edited by': ['Pablo González del Amo', '', ''], 'Release date': ['June\xa01969', '\n \n', ''], 'Running time': ['102 minutes', '', ''], 'Country': ['Spain', '', ''], 'Language': ['Spanish', '', '']}"
"Hook, Line & Sinker",1969,"{'Directed by': ['George Marshall', '', ''], 'Screenplay by': ['Rod Amateau', '', ''], 'Story by': ['Rod Amateau', 'David Davis', '', ''], 'Produced by': ['Jerry Lewis', '', ''], 'Starring': ['Jerry Lewis', '', ''], 'Cinematography': ['W. Wallace Kelley', '', ''], 'Edited by': ['Russel Wiles', '', ''], 'Music by': ['Dick Stabile', '', ''], 'Color process': ['Technicolor', '', ''], 'Production company': ['Jerry Lewis Productions', ''], 'Distributed by': ['Columbia Pictures', '', ''], 'Release date': ['April\xa02,\xa01969', ' (United States)', '\n \n', ''], 'Running time': ['92 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['395,484 admissions (France)', '', '']}"
How to Commit Marriage,1969,"{'Directed by': ['Norman Panama', '', ''], 'Written by': [' ', 'Michael Kanin', 'Ben Starr', '', ''], 'Produced by': ['Bill Lawrence', '', ''], 'Starring': ['Bob Hope', 'Jackie Gleason', '', ''], 'Cinematography': ['Charles Lang', '', ''], 'Edited by': ['Ronald Sinclair', '', ''], 'Music by': ['Joseph J. Lilley', '', ''], 'Production company': ['Naho Productions', ''], 'Distributed by': ['Cinerama Releasing Corporation', '', ''], 'Release date': ['July\xa07,\xa01969', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
Heaven Is Never a Great Distance,1969,"{'Directed by': ['Esmaeil Riahi', '', ''], 'Written by': ['Esmaeil Riahi', '', ''], 'Produced by': ['Nataeil Zaboulani', '', ''], 'Starring': ['Mohammad Ali Fardin', 'Asadolah Yekta', 'Forouzan', 'Taghi Zohouri', '', ''], 'Release date': ['1969', '', ''], 'Running time': ['90 minutes', '', ''], 'Country': ['Iran', '', ''], 'Language': ['Persian', '', '']}"
"If It's Tuesday, This Must Be Belgium",1969,"{'Directed by': ['Mel Stuart', '', ''], 'Written by': ['David Shaw', '', ''], 'Produced by': ['Stan Margulies', '', ''], 'Starring': ['Suzanne Pleshette', 'Ian McShane', 'Mildred Natwick', 'Murray Hamilton', 'Michael Constantine', 'Norman Fell', 'Sandy Baron', '', ''], 'Cinematography': ['Vilis Lapenieks', '', ''], 'Edited by': ['David Saxon', '', ''], 'Music by': ['Walter Scharf', '', ''], 'Production companies': ['Wolper Pictures, Ltd.', ''], 'Distributed by': ['United Artists', '', ''], 'Release date': ['April\xa024,\xa01969', '\n \n', ''], 'Running time': ['99 min', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', ''], 'Box office': ['$6 million', '', '']}"
"I'm an Elephant, Madame",1969,"{'Directed by': ['Peter Zadek', '', ''], 'Written by': ['Wolfgang Menge', 'Robert Muller', 'Thomas Valentin', 'Peter Zadek', '\n \n', ''], 'Produced by': ['Ernst Liesenhoff', 'Ernst Steinlechner', '', ''], 'Starring': ['Heinz Baumann', '', ''], 'Cinematography': ['Gérard Vandenberg', '', ''], 'Edited by': ['Herbert Taschner', '', ''], 'Production company': ['Iduna Film Produktiongesellschaft', ''], 'Distributed by': ['Obelisk Film', '', ''], 'Release date': ['6\xa0March\xa01969', '\n \n', ''], 'Running time': ['100 minutes', '', ''], 'Country': ['West Germany', '', ''], 'Language': ['German', '', '']}"
The Italian Job,1969,"{'Directed by': ['Peter Collinson', '', ''], 'Written by': ['Troy Kennedy Martin', '', ''], 'Produced by': ['Michael Deeley', '', ''], 'Starring': ['Michael Caine', 'Noël Coward', 'Benny Hill', 'Raf Vallone', 'Tony Beckley', 'Rossano Brazzi', 'Maggie Blye', '\n \n', ''], 'Cinematography': ['Douglas Slocombe', '', ''], 'Edited by': ['John Trumper', '', ''], 'Music by': ['Quincy Jones', '', ''], 'Production company': ['', 'Oakhurst Productions'], 'Distributed by': ['Paramount Pictures', '', ''], 'Release date': ['5\xa0June\xa01969', '\n \n', ''], 'Running time': ['99 minutes', '', ''], 'Country': ['United Kingdom', '', ''], 'Language': ['English', '', ''], 'Budget': ['$3 million', '', ''], 'Box office': ['$113,867', '', '']}"
The Illustrated Man,1969,"{'Directed by': ['Jack Smight', '', ''], 'Screenplay by': ['Howard B. Kreitsek', '', ''], 'Based on': ['1951 stories', 'by ', 'Ray Bradbury', '', ''], 'Produced by': ['Howard B. Kreitsek', 'Ted Mann', '', ''], 'Starring': ['Rod Steiger', 'Claire Bloom', '', ''], 'Cinematography': ['Philip H. Lathrop', '', ''], 'Edited by': ['Archie Marshek', '', ''], 'Music by': ['Jerry Goldsmith', '', ''], 'Distributed by': ['Warner Bros.-Seven Arts', '', ''], 'Release date': ['March\xa026,\xa01969', '\n \n', ''], 'Running time': ['103 minutes', '', ''], 'Country': ['United States', '', ''], 'Language': ['English', '', '']}"
It's Tough Being a Man,1969,"{'Directed by': ['Yoji Yamada', '', ''], 'Written by': ['Yoji Yamada', 'Azuma Morisaki', '', ''], 'Starring': ['Kiyoshi Atsumi', '', ''], 'Cinematography': ['Tetsuo Takaba', '', ''], 'Edited by': ['Iwao Ishii', '', ''], 'Music by': ['Naozumi Yamamoto', '', ''], 'Distributed by': ['Shochiku', '', ''], 'Release date': ['August\xa027,\xa01969', '\n \n', ''], 'Running time': ['91 minutes', '', ''], 'Country': ['Japan', '', ''], 'Language': ['Japanese', '', '']}"
Ittefaq,1969,"{'Directed by': ['Yash Chopra', '', ''], 'Written by': ['G.R. Kamath (story & screenplay) Akhtar-Ul-Iman (dialogues)', '', ''], 'Based on': [' (1965 American film)', 'Signpost to Murder', '', ''], 'Produced by': ['B. R. Chopra', '', ''], 'Starring': ['Nanda', 'Rajesh Khanna', '', ''], 'Cinematography': ['K.G', '', ''], 'Music by': ['Salil Chowdhury', '', ''], 'Release date': ['10\xa0October\xa01969', '\n \n', ''], 'Running time': ['105 minutes', '', ''], 'Country': ['India', '', ''], 'Language': ['Hindi', '', ''], 'Box office': [' (equivalent to ', '13\xa0billion or US$170\xa0million in 2020)', '', '']}"
Jackal of Nahueltoro,1969,"{'Directed by': ['Miguel Littín', '', ''], 'Written by': ['Miguel Littín', '', ''], 'Produced by': ['Isidora Portales', 'Héctor Noguera', '', ''], 'Starring': ['Nelson Villagra', '', ''], 'Cinematography': ['Héctor Ríos', '', ''], 'Edited by': ['Pedro Chaskel', '', ''], 'Release date': ['June\xa01969', '\n \n', ''], 'Running time': ['95 minutes', '', ''], 'Country': ['Chile', '', ''], 'Language': ['Spanish', '', '']}"
